review_body,url,title,locality
"
If you are traveling along the NH-8, take a left turn at Rajiv Chowk. This brings you to Sohna Road, which runs from north to south. Development in this area began roughly around six to seven years ago and it has now developed into an attractive destination for end-users.
Sohna Road offers a good example of mixed-use development. Adequate provision has been made for residential, office and retail spaces. Some of the major developers who have a presence in the locality include Tulip Group, Unitech, Ansal API and many more.
Apartments in under construction projects are available for Rs 4500 to 7500 per sq ft. In projects that are ready to move in or where possession has already been given, prices range from Rs 7500 to 9000 per sq ft in the secondary market. Luxury apartments and villas cost as much as Rs 10000 to 11000 per sq ft. Residential plots are available for Rs 65000 to 80000 per sq yd. It is also one of the preferred rental locations in Gurgaon today.
Apart from residential development the locality has well developed commercial set up. One of the prime attractions of Sohna Road is that it offers walk to work culture. The commercial space that is being developed along this road is already functional or will soon be ready for occupancy.
As for social infrastructure, the area has malls Liberation Mall, Omaxe Mall and Omaxe House, Home Mall, R-Mall, 9X, ILD etc. Office space has been developed by groups like Spaze, Vipul, Orchid, Bestech, ILD, Vatika and JMD.
Schools, however, are located at a distance of 10-15km. The chief ones are GD Goenka, Pathways, and Ryan International. Among hospitals, Vedanta is in Sector 39.
Pros:
Good connectivity to NH8 and Golf Course Extension Road.
Sound commercial and social infrastructure.
Proposed Metro line.
",http://www.magicbricks.com/Sohna-Road-in-Gurgaon-Overview,"
Overview of Sohna Road, Gurgaon
","
Sohna Road, Gurgaon , 
"
"
Located at a distance of roughly 4-km from the National Highway, Palam Vihar is one of the planned housing areas of Gurgaon. It is developed and maintained by Ansal Property and Infrastructure Ltd (APIL). ItÃ¢ÂÂs accessibly to Delhi, proximity to the International Airport and railway station is the USP of this area.
It houses some of the major software industries such as IBM, Oracle, TCS, Alcatel and Sapient making it an ideal location for young professionals. Close to ITM Gurgaon it is also a home to many students.
The residential market has varied options.These include developments by HUDA such as group housing developments, residential floors and villas and plots. It also has builder projects. The area has well developed physical and social infrastructure.
Bestech Park View Residency, Cosmos Executive Apartments, JBH Apartments and Yadu Apartments are a few of the popular residential projects in the area. These two blocks are fully developed residential societies with higher occupancy rates.
Facilities like market, shopping mall, health club and parks are available in the vicinity which makes for a convenient and comfortable living for the residents of the locality. Ansal Plaza, Palam Triangle and Palam Vyapar Kendra are the popular commercial hubs of the area.
Pros:
Easy accessibility to Delhi, NH8, airport and the railway station.
Property prices in the area are reasonable as compared to property values in DLF Phase 1 and Sushant Lok.
Well developed and well planned locality.
Recommended For Families, Students, Young professionals.
",http://www.magicbricks.com/Palam-Vihar-in-Gurgaon-Overview,"
Overview of Palam Vihar, Gurgaon
","
Palam Vihar, Gurgaon , 
"
"
Vatika city is constructed over a sprawling 37 acre of land in Sector 49 of Sohna Road, Gurgaon. It offers a mix of apartments in low, mid and high rise buildings.
There are 1400 housing units in the society. Configurations offered include a mix of 2 to 4 BHK units along with duplexes and a few penthouses. Exclusive facilities such as childrenÃ¢ÂÂs playing area, jogging parks, super market, 100 per cent power back-up, multi-level car parking and swimming pools etc are offered to its residents within the premises of the society.
The society is an excellent place to live for young professionals in Gurgaon. Being a gated township it offers multiple amenities with commendable maintenance. Security in the society is worth mentioning. The property is maintained by experienced environment and hospitality wing of Vatika Group, which is managing many other commercial offices, residences and hotels.
It is located on the intersection of Sohna and Golf Course Extension Roads. This location now has major food joints and restaurants.
",http://www.magicbricks.com/Vatika-City-in-Gurgaon-Overview,"
Overview of Vatika City, Gurgaon
","
Vatika City, Gurgaon , 
"
"
This is one of the best residential locations in Guragon. It is well connected to NH-8, Faridabad and HUDA City Metro Station. It is also easily approachable from Hero Honda Chowk, IFFCO Chowk and MG Road.
The locality has both privately developed projects as well as cooperative housing. Sushant Lok III is one of the most popular localities of Gurgaon. Some of these projects include BPTP Freedom Park Life, M2K White House, Legand etc. The locality offers a large number of ready to move-in properties and it is thus an almost fully occupied location.
Sector 57 is an emerging market place. The Hong Kong Bazaar Mall, Bestech Central Square Mall, SRS Value Bazar which houses Om Sweets, Domino's Pizza, Vasuki Sweets etc are major attractions for the residents.
As the locality is already inhabited by residents, therefore there are no worries in terms of security or facilities. It has hospitals like Artemis, Paras, Max and Medanta, and schools like Amity International School, DPS and the Heritage School in close proximity. Furthermore, the metro is going to extended from the HUDA City Centre to sector 56 and 57.
Pros:
Metro connectivity.
Rapid metro is also in the pipeline.
",http://www.magicbricks.com/Sector-57-in-Gurgaon-Overview,"
Overview of Sector 57, Gurgaon
","
Sector 57, Gurgaon , 
"
"
Sector 56 in Gurgaon is one of the oldest sectors. It was established when the early service class professionals started migrating and settling in Gurgaon due to many offices and commercial hubs springing up here. Today, this sector is thriving with many residential colonies, local markets and eateries. The HUDA market of Sector 56 is a popular hub for local eateries and shopping.
The sector does not have any new residential projects coming up. However, it is still popular among temporary residents due to its lower rental values as compared to its neighboring areas. The rental value ranges between Rs 8000 to 40000 per month. Multistorey apartments and residential houses are the main types of housing available for rent.
The capital value of properties ranges between Rs 85 lakh and Rs 4 crore. Unlike the new multi-storey apartments across NCR, the housing units here are comparatively older in construction and do not have modern amenities such as gymnasium or swimming pool. Amenities such as tennis and squash courts and grocery stores are at a close proximity to the residential societies. They are priced economically compared to the new high rises. As a result, people living here enjoy the same facilities while paying lower rental value.
Another reason behind the popularity of the sector is the presence of a number of schools and hospitals within a 7 to 10 minutes drive from the locality. Tao Devi Lal Park, adjacent to the sector, gives children, senior citizens and families, a green space to relax in. Sector 56 also has a police station near the HUDA market.
In terms of connectivity, Sector 56 scores high as it is well connected to the Golf Course Extension Road and Golf Course Road. HUDA Metro Station is 15 minutes away from the sector. Autos, taxis and buses connect the sector with other parts of Gurgaon.
",http://www.magicbricks.com/Sector-56-in-Gurgaon-Overview,"
Overview of Sector 56, Gurgaon
","
Sector 56, Gurgaon , 
"
"
Developed by Unitech Ltd, South City II in Sector 50, Gurgaon offers single floors. The locality is one of the premium localities in the heart of Gurgaon, just a few minutes away from Sohna Road and Golf Course Extension Road. It is also well connected to the National Highway 8 and falls on the proposed metro route.
There are independent floors in the society on ground to second floor. Along with the terrace, there are several modern amenities and state of the art features. The sizes of the plots vary from 280 to 560 sq yards and are available in values ranging from Rs 77 lakh to Rs 1.69 crore.
Away from the hustle and bustle of the city, the locality offers its residents an experience worth remembering. 24x7 facilities such as security, power backup and water supply are provided in the premises.
In terms of infrastructure, many schools such as The Shri Ram School, Heritage, Shikshantar, DPS, Pathways, Amity International and GD Goenka are present with a 15-20 minute driving distance. Also, many hospitals such as Artemis, Medicity, Fortis, Max, Sir Gangaram, Apollo and Batra are present nearby.
Pros:
Provides a calm and serene environment away from the city pollution and noise without compromising on the connectivity of the locality.
Well developed social and physical infrastructure.
",http://www.magicbricks.com/South-City-2-in-Gurgaon-Overview,"
Overview of South City 2, Gurgaon
","
South City 2, Gurgaon , 
"
"
Developed by Unitech in Sector 41 Gurgaon, South City 1 is a luxurious township. It is built over 500 acre and is located close to National Highway 8. In terms of connectivity, the locality is at a distance of about 15 km from the Indira Gandhi International Airport and 10 km from The New Delhi Railway station. The township is also close to the Huda City Centre Metro Station.
Since it is a gated township, it consists of residential apartments, plots, schools, shopping facilities, clubs and several other amenities. Many homebuyers are attracted to South City 1 as it offers all daily needs within its premises along with easy access to shopping malls and clubs.
Within the society, there are several separate towers with residential units. Imperial Apartments, Unitech South City Heights, Unitech Ivory Tower, Rakshak Apartments and Unitech Palms are the few most popular ones. These offer 2 and 3BHK apartments along with penthouses.
The township offers 24x7 facilities such as water supply, power backup, kids play areas, recreational centers such as clubs and lawns.
Pros:
Good connectivity to NH8
Proximity to Huda City Centre Metro Station.
",http://www.magicbricks.com/South-City-1-in-Gurgaon-Overview,"
Overview of South City 1, Gurgaon
","
South City 1, Gurgaon , 
"
"
Sushant Lok I, one of the affluent localities of Gurgaon today is well connected to other parts of the city. The locality features high-end apartments in 2 to 5 BHK configurations. It has private as well as cooperative housing.
The locality is divided into three blocks - A, B and C. Block A is spread over an area of around 2.5 sq-km whereas Block-B and C are spread over an area of around 2 sq-km each.
The availability of all daily needs in the neighborhood and convenient access to world class shopping malls, hospitals, ATMS, banks, colleges, markets, offices etc makes for a comfortable living. Metro station is also in close proximity.
Well known hospitals such as Artimis and Fortis are just a few kilometers away while, schools such as DPS, Amity and MotherÃ¢ÂÂs Pride are also nearby. The Metro station is located at a distance of 1 km. The locality is well connected with NH-8, MG Road and Golf Course Road.
Pros:
Metro connectivity
Well connected to NH-8, MG Road and Golf Course Road.
",http://www.magicbricks.com/Sushant-Lok-1-in-Gurgaon-Overview,"
Overview of Sushant Lok 1, Gurgaon
","
Sushant Lok 1, Gurgaon , 
"
"
AECS Layout is a fast growing locality. Its proximity to IT offices has pushed real estate growth in the locality. There is however, a clear demarcation within AECS Layout.
The planned layout by the BDA with broad roads, proper sanitary, electricity and Kauvery water connections, the cross and main roads are marked and numbered in proper sequence plus the private layouts/complexes compared to the old area which is yet to develop.
The biggest advantage the area has is its strategic location, close to Whitefield and ITPL. Hence it is a huge demand for housing seen from IT professionals. AECS Layout has been formed by Aeronautical Engineers Co-Operative Society with high-end professionals residing in this locality.
Although it does not have certain facilities within the Layout, it is in proximity to malls, shopping areas and multiplex. The locality is suitable for software professionals as a number of software companies are located within 15 minutes of driving distance. Malls like Cosmos and Hyper City malls are less than a kilometer away. The locality has a lake and several green patches.
",http://www.magicbricks.com/AECS-Layout-in-Bangalore-Overview,"
Overview of AECS Layout, Bangalore
","
AECS Layout, Bangalore , 
"
"
Bellandur has recorded a significant growth in the prices of apartment complexes in the quarter ending Jul-Sep 2012. Sarjapur topped the list, recording 11 per cent growth, followed by Bellandur at about 9 per cent and Marathahalli which reported a price growth of about 8 per cent.
All these areas, including Bellandur, are near campuses of large IT MNCs. Although the global economic situation is tight, these companies have not really witnessed a dramatic downturn of fortunes. This coupled with the attractive loan market has contributed to the growth in these localities.
Bellandur is surrounded by Whitefield and Marathahalli on one side and Koramangala and Indira Nagar on the other. The demand for residential and commercial housing spills over from these areas, which are high in residentail values, to Bellandur. The area offers affordable housing options. Also, apartments in the budget range are available on the ORR, the nearby areas of Sarjapur Road and HSR layout.
Bellandur Lake is a major water body which is located in the area. Currently, most of Bengaluru's treated and untreated sewage is let into this lake, resulting in an odious stench that rises from the lake. The conversion of watershed area of the lake to residential and commercial layouts has hampered the ecology of the area.
The land around the lake is used as a dumping ground by builders and housing societies in the area.
Pros:
Close to commercial hubs such as Whitefield and Marathahalli
Well connected to Sarjapur Road
",http://www.magicbricks.com/Bellandur-in-Bangalore-Overview,"
Overview of Bellandur, Bangalore
","
Bellandur, Bangalore , 
"
"
Famous for the Bull Temple, Basavanagudi is a residential and commercial destination in the city. A well-known locality in Bangalore, it has several temples and is famous for prominent landmarks including the Indian Institute of World Culture.
The area is located in South Bangalore and borders Jayanagar. One of South Bangalore older residential localities, Basavanagudi, is reporting an increased trend of developers constructing apartment complexes in the medium and small BDA plots. A trend that was previously restricted to extremely large plots of about 1 to 2 acre has now made inroads into smaller and mid-sized plots.
The areas falls under the purview of the BDA, hence have well-planned and relatively broad roads, interspersed with parks and children play parks. The City Central Library is located near the area.
There is also Gandhi Bazaar selling intricately carved traditional handicrafts. The area also boasts of a few hospitals offering quality medical care. Some of the important roads in the area are 4th Main Road, Krishna Rajendra Road and Rashtriya Vidyalaya Road.
Hotel Kanishka, Hotel Mahaveer, The Chancery, Berrys Hotel, Comfort Inn Infantry Court, High gates Hotel are a few choices for tourists who come to visit the Bull Temple, Gangadhareswara Temple, Lalbagh Botanical Garden and Yediyur Lake.
",http://www.magicbricks.com/Basavanagudi-in-Bangalore-Overview,"
Overview of Basavanagudi, Bangalore
","
Basavanagudi, Bangalore , 
"
"
Electronic City, a panchayat town in Anekal Taluk, is one of India largest electronic industrial parks, spread over 332 acre. It has three phases, Phase I, Phase II and Phase III. Electronic City was established by Keonics, Karnataka Electronics, a pioneer in IT infrastructure development.
Electronic City has a world class infrastructure which houses major IT /ITeS companies such as Wipro, Hewlett-Packard, Infosys, HCL Technologies, Patni Computer Systems, CGI, Siemens, Intel, and many more. The well-knit metro network which connects Electronic City with far-flung areas have pushed land values by 15 to 20 per cent.
Property in Electronic City is flourishing since people are eager to invest in apartments and live and work in the area. There are approximately 187 IT/ITeS companies located in Electronic City.
Transport facility has seen commendable improvement over the last couple of years. BMTC buses to all parts of the city and BIAL ply through Electronic City. Several residential projects are being developed in the stretch between Neeladri Road and Thogur. Reputed educational institutions and medical facilities are located here.
Pros:
- Proximity to airport, ORR
- It is an IT hub
- Known for its markets, malls, schools and hospitals
",http://www.magicbricks.com/Electronic-City-in-Bangalore-Overview,"
Overview of Electronic City, Bangalore
","
Electronic City, Bangalore , 
"
"
Domlur is located in the eastern part of the city and is bounded by some of the busiest localities like Old Airport Road, Kodihalli, Indira Nagar and HAL. It is divided into two stages, one a commercial area with offices of Dell, IBM, Yahoo, Microsoft, Ericsson and the other with Air Force Area and Defence Colony.
In March 2013, Bangalore Development Authority recovered its encroached property at Domlur Hutting Colony in an operation. Unauthorized structures such as four sheds which had come up on BDA sites situated in Domlur Hutting Colony were removed and a total extent of 4000 sq ft of land was recovered. The recovered property is estimated at Rs 3 crore.
Domlur is well connected to the rest of the city by adequate public transport. The frequency and the number of Volvo buses are quite high. A number of new projects offering multi-storey apartments are coming up in the area. The demand for such units is high and mainly from the IT fraternity. Predominantly a Defence Area, safety measures and patrolling are high here.
",http://www.magicbricks.com/Domlur-in-Bangalore-Overview,"
Overview of Domlur, Bangalore
","
Domlur, Bangalore , 
"
"
Byrasandra, Tavarekere and Madivala Layout are popularly known as BTM Layout is a well known locality in South Bangalore. It is divided into four stages. It is in the vicinity of Electronic City and ITPL (well known IT hubs in Bangalore). This locality is sought after by professionals working in these IT hubs.
BTM Layout Stage 2 is easily accessible to places like Electronic City and Bannerghatta Road. It is considered one of the best localities to reside in terms of connectivity and social infrastructure. Schools and colleges, malls and commercial establishments and banks offer easy access to residents. The KAS Officers Colony is also in this locality.
BTM Layout Stage 2 is gaining popularity as a residential locality. This is amply evident in the appreciation seen here in the last one year. From Rs 4200 per sq ft in the Jan to Mar 2012 quarter. The average capital value here has increased to Rs 6900 per sq ft in the Jan to Mar 2013 quarter indicating an appreciation of approximately 64 per cent. The highest and the lowest capital values also showed sharp upward movement.
",http://www.magicbricks.com/BTM-Layout-Stage-2-in-Bangalore-Overview,"
Overview of BTM Layout Stage 2, Bangalore
","
BTM Layout Stage 2, Bangalore , 
"
"
Hebbal is an upcoming area in Bangalore. Though originally famous for the Hebbal Lake, it is now better known for several flyovers spread across the Outer Ring Road and Bellary Road on NH7. The largest flyover spans a length of 5.23 km over all the loops combined.
The lake area in Hebbal is a well- known picnic spot, with a well-maintained park and boating facilities. Hebbal is close to several companies - AstraZeneca, Integra Micro Software Services, CEFA and MRO Tech. Almost all established names in the residential real estate sector are present here.
This is primarily because companies like Embassy Kirslokar Business Park have changed the small semi-urban neighborhood of Hebbal Kempapura into a large modern office and commercial hub.
Along the Outer Ring Road (ORR), just after the Nagawara Lake, is the Manyata Business Park, one of the largest technology and business parks in Bangalore. Due to the presence of a number of companies, its proximity to the international airport and Bangalore Cantonment railway station, Hebbal is classified as an upcoming area.
The demographic of the place however, is slightly different from the other areas that are close to the IT zones. The area has several projects targeting the mid or the upper mid-segment of IT professionals.
",http://www.magicbricks.com/Hebbal-in-Bangalore-Overview,"
Overview of Hebbal, Bangalore
","
Hebbal, Bangalore , 
"
"
CV Raman Nagar finds a place amongst the top residential areas of Bangalore. It is situated in the eastern part of the city and is neighbor to one of the prime localities in Bangalore, Indira Nagar. Other localities that surround this area are Benniganahalli, Mahadevpura and Kaggadasapura.
The Defense Research and Development Organization (DRDO) came into existence in the year 1985 and were inaugurated by Rajiv Gandhi who named the area as CV Raman Nagar after the famous physician. The DRDO is a sub locality in the area along with others such as ASTE Officers Enclave, Bairasandra and GM Palya. There is a famous Ganesh Temple in the Suddaguntapalya sub locality.
",http://www.magicbricks.com/C-V-Raman-Nagar-in-Bangalore-Overview,"
Overview of C V Raman Nagar, Bangalore
","
C V Raman Nagar, Bangalore , 
"
"
Indiranagar is a residential area located in east Bangalore, 4 km from the MG Road. Once Indira Nagar was considered the place of traditional living. Now leafy by lanes and old row houses are giving way to shops and commercial hubs. In the eastern part the locality, between 80 Ft Road and 100 Ft Road, multi-storey apartments are constructed.
Indiranagar is one of the localities which has posted the maximum price appreciation in the city for the past few quarters. Industry experts believe that the reason for this growth could be due to the easy connectivity, proximity to commercial areas like MG Road, Brigade Road and Koramangala, and an unparalleled inspirational value attached with the area.
The Indiranagar of old has changed dramatically. Today no residential locality is purely used for housing. With a number of lifestyle outlets, the Metro that actually goes through Indiranagar, commuters are able to reach MG Road or Brigade Road within 10 minutes. It is this strategic location that continues to keep Indiranagar attractive to buyers, in spite of escalating price.
CMH Road, which houses big shopping malls, lifestyle showrooms, supermarkets, ATM and popular restaurants services the residents of Indira Nagar.
Pros:
The locality is closely connected to commercial hubs CMH Road and MG Road.
",http://www.magicbricks.com/Indira-Nagar-in-Bangalore-Overview,"
Overview of Indira Nagar, Bangalore
","
Indira Nagar, Bangalore , 
"
"
Jaya Prakashnarayan Nagar, popularly known as JP Nagar, is an upmarket residential and commercial locality. It is surrounded by Jayanagar, Banashankari, Bannerghatta Road and BTM Layout.
The locality in South Bangalore began purely as a residential area but gradually transformed into a cosmopolitan area with opportunity for both residential and commercial projects. This transformation was a result of the boom of colleges and IT industries being set up in the vicinity. Previously it had bungalows and independent houses but the IT boom in the late 1990s converted it into a semi-Jaya Prakashnarayan Nagar, popularly known as JP Nagar, is an upmarket residential and commercial locality. It is surrounded by Jayanagar, Banashankari, Bannerghatta Road and BTM Layout.
The locality in South Bangalore began purely as a residential area but gradually transformed into a cosmopolitan area with opportunity for both residential and commercial projects. This transformation was a result of the boom of colleges and IT industries being set up in the vicinity. Previously it had bungalows and independent houses but the IT boom in the late 1990s converted it into a semi-commercial area.
The demand in this locality is driven by students due to the presence of Oxford College, a dental college and National School of Business nearby. Harish Pande of Property Solutions said ÃÂ¢ÃÂÃÂthis locality is a destination for higher education since the area is filled with schools and colleges.
",http://www.magicbricks.com/JP-Nagar-in-Bangalore-Overview,"
Overview of JP Nagar, Bangalore
","
JP Nagar, Bangalore , 
"
"
Krishna Raja Puram or K R Puram is one of the main market areas in the city. It is located 15 kilometers from Bangalore City Railway Station on Old Madras Road (NH-4). It is very close to IT corridor of Whitefield Road and Maratahalli. It is surrounded by Dooravani Nagar, Kuvempu Nagar, B Narayanapura, A Narayanapura and Pai Layout. The Cambridge Institute of Technology, as well as the Indian Telephone Industry with its residential area is situated in this area.
It is one of the fast-growing localities of Bangalore as ITPL is just 4kms away. It is a residential locality with facilities like hospital, college, school, bus stop, market all within 2 km radius. It is 5 to 6 km from the metro and railway station. The area has a mix of all communities like the North Indians, Keralites, Tamilians and Reddys. It has close proximity to the IT corridor. It is famous for India first cable stayed bridge. KR Puram is also a major railway junction. The Yellammappa Shetty Lake, situated just outside the eastern limits of KR Puram, is the largest lake in Bangalore.
The area predominantly has residential layouts that are made up of independent houses as opposed to large apartment complexes by big builders seen in other developing areas in the city. The advantage of staying here is the close proximity to the railway station, which is soon growing into a hub and a relatively near proximity to the international airport and the city center.
",http://www.magicbricks.com/K-R-Puram-in-Bangalore-Overview,"
Overview of K R Puram, Bangalore
","
K R Puram, Bangalore , 
"
"
HSR Layout or Hosur Sarjapur Road Layout is built on the reclaimed land of Agara Lake situated between Hosur Road and Sarjapur Road. It is a relatively new suburb in South East Bangalore.
There are many green areas and and the locality is quiet and peaceful compared to commercial areas such as Electronic City, Koramangala, ITPL, Whitefield, Sarjapur Road, which are in its vicinity. The area is equipped with existing social infrastructure schools, hospitals and power station all situated in the locality.
It is 0.5 km from the railway station. The international airport is 8 km away. In addition, HSR Layout has one jogging track, childrenÃÂÃÂ park (play area) with all equipment and one cricket ground. Suitable for IT professionals as the area is close to IT Hubs - Electronic City 7 km, Marathahalli 8 km, Wipro Corporate Office Sarjapur 6 km and Koramangala 6 km.
HSR Layout sees less traffic because of wide roads. The locality receives a healthy demand for multi-storey apartments, residential houses and plots. Units of 2 and 3BHK are in demand and witness a good supply. A few upcoming projects in the area are Sabha Pearl by GM Infinite and Manar Elegance and Manar Manha by Manar Developers Pvt Ltd.
The locality is preferred by high-income corporate employees, traders and businessmen. Quiet environment, Lots of gardens, Police stations and army camp close by ÃÂÃÂ so safe locality, Wide roads, Premium properties at lesser rates as compared to Koramangala, Schools and hospitals are in the vicinity.
",http://www.magicbricks.com/HSR-Layout-in-Bangalore-Overview,"
Overview of HSR Layout, Bangalore
","
HSR Layout, Bangalore , 
"
"
Kammanahalli is one of the upcoming developed areas of Bangalore. It is close to the International Airport and Manyata Tech Park which is convenient for Software Engineers. Other International schools and hospitals are also located in this area. Markets and other petty shops are also found in the vicinity.
Location of the area is off the Kammanahalli Main Road, 7 km from MG Road, 1-km from the Outer Ring Road (Hennur), and at a distance of 3km is Manyata Tech Park with many IT Companies. The locality is also very close to international schools, branded retail outlets, shopping complexes, restaurants and specialty hospitals. The area has easy accessibility to city centre and the new international airport.
The residential capital values in Kammanahalli have shown an appreciation during the Jan-Mar 2013 quarter. The average capital values here increased approximately seven per cent from Rs 4,100 per sq ft in Oct-Dec 2012 quarter to Rs 4,400 in the Jan to Mar 2013 quarter. The highest and the lowest capital values also showed an upward movement in the Jan to Mar 2013 quarter.
",http://www.magicbricks.com/Kammanahalli-in-Bangalore-Overview,"
Overview of Kammanahalli, Bangalore
","
Kammanahalli, Bangalore , 
"
"
Marathahalli, a suburb, is a residential hub close to the IT hubs Whitefield, Sarjapur Road and ITPL, which drive the major residential demand in the locality. IT and corporate professionals are the main buyers looking for residential units in Marathahalli.
The locality is connected to the Outer Ring Road. A 6-lane railway overbridge near Marathahalli junction connects Kundalahalli area and HAL Airport Road. Marathahalli and Kundalahalli are two areas that are directly connected to many other areas in East Bangalore through the Old Airport Road, Outer Ring Road and Marathahalli Bridge.
There are many new projects coming up in Marathahalli, most of them catering to 2 and 3BHK segments. The prevailing rates of residential apartments in these areas range from Rs 3000 to 4500 per sq ft. However there is a huge demand for 1 BHK units from IT professionals earning below Rs 50000 per month.
Prominent developers in the area include Mantri Developers, Green City Homes, PNR Group, Nitesh Estate, Maithri Developers and DS-Max Properties Pvt Ltd. The locality is inhabited by a diverse group of people - a mix of professionals and service class families. Quality infrastructure and connectivity to the other parts of the city attracts both end-users and investors.
Marathahalli offers almost everything of need shopping centers, Innovative Multiplex, Cosmos Mall and hospitals VIMS and Genesis. Proximity to the airport, ORR, Market areas, close to IT hubs and has malls, schools and hospitals.
",http://www.magicbricks.com/Marathahalli-in-Bangalore-Overview,"
Overview of Marathahalli, Bangalore
","
Marathahalli, Bangalore , 
"
"
RT Nagar is situated in the northern part of Bangalore and named after the great Indian poet Rabindra Nath Tagore. It came into existence in the 1970's and is divided into two blocks. The locality is surrounded by areas like Ganga Nagar, Devara Jeevanahalli, Hebbal, Raj Mahal Vilas Extension and Jayamahal.
Property values in the area are between Rs 4000 to 5000 per sq ft. This locality has a large Bengali, north eastern and Kannad population. Multi-storey apartments with 2 and 3BHK units are mostly in demand in this area. Though far from the city center, this upcoming area enjoys proximity to the airport. A significant number of residential and commercial projects are underway to meet the surging demand for housing in the area.
The residential capital values in RT Nagar have shown an appreciation during the Jan to Mar 2013 quarter. The average capital values here increased approximately three per cent from Rs 4500 per sq ft in the Oct to Dec 2012 quarter to Rs 4700 in the Jan to Mar 2013 quarter. The highest and the lowest capital values also showed an upward movement in the Jan to Mar 2013 quarter.
",http://www.magicbricks.com/RT-Nagar-in-Bangalore-Overview,"
Overview of RT Nagar, Bangalore
","
RT Nagar, Bangalore , 
"
"
Rajaji Nagar is adjacent to Yeshwantpur. It is a small residential colony in Bangalore. It is favorite destination among tourists as most of the hotels and resorts are situated here. By and large a commercial area, gated communities with apartments are on the rise in the area. Prices for residential units here are between Rs 3000 to 5000 per sq ft.
The neighborhood is majorly famous for the ISKCON temple. It is located about 10 km from the railway station. However, Rajaji Nagar is far from the airport, about two hours drive. The major connecting roads are Mahakavikuvempu Road and 8th Main Road. Malleswara Railway station is the nearest station for local trains.
The place boasts renowned hospitality chains - Hotel Ashok, ITC Hotel Windsor Sheraton, Taj West End, Hotel Mahaveer, Hotel Shalimar and many others. The local attractions here are the Karnataka Folk Museum and Sankey Lake.
",http://www.magicbricks.com/Rajaji-Nagar-in-Bangalore-Overview,"
Overview of Rajaji Nagar, Bangalore
","
Rajaji Nagar, Bangalore , 
"
"
Yelahanka is a suburb of Bangalore, originally envisaged as a satellite town of the city, but today a part of Bruhat Bangalore Mahanagara Palike (BBMP). The plus point of the locality is its weather - which is pleasant throughout the year as it is higher in altitude than the rest of the city. Plus it has several well-maintained lakes.
The place, previously considered outside the city' has today developed so fast that property values have grown by almost four times in the past 10 years. The place has mainly apartment complexes by several established names in the industry and defense properties. The locality is clean, secure with private security in most gated communities.
It also has plenty of quality eateries, luxury hotels and shopping areas. The residents are mostly IT professionals, NRIs and expats. High-end apartments are dotted across the landscape with small projects squeezed in between.
The place is well connected. Volvos regularly carry people to the centre of the city every half hour. This is in addition to apartment complex buses that ply between Yelahanka and MG Road.
",http://www.magicbricks.com/Yelahanka-in-Bangalore-Overview,"
Overview of Yelahanka, Bangalore
","
Yelahanka, Bangalore , 
"
"
Sahakar Nagar is a rapidly developing locality of Bangalore. It is premium area with a well planned layout and has become one of the most coveted areas to stay in. It has good access to Ring Road, Airport and City Centre. This is a very well planned locality with wide roads and all amenities for a comfortable living.
This area boasts of all modern hospitals that provide world class healthcare good hotels to cater to everyone taste buds huge shopping malls good schools beautiful and aesthetically designed parks.
Sahakar Nagar is also receiving an influx of people. Besides, MG Road is at a distance of just 15 km from Sahakar Nagar and the main Bangalore city is also in the vicinity. To top it all, this is a very quiet neighborhood which gives an appearance of being far from the hustle and bustle of the city.
In this locality, 1BHK apartments are negligible and mainly 2 and 3BHK apartments are available. A normal 2BHK accommodation without any facility costs Rs 14000 per month whereas an apartment having more facilities with the same configuration will be available for Rs 20000 per month. Rental value for a 3BHK apartment is approximately Rs 25000 per month. The population in the area is mostly end users and they comprise of IT professionals due to its proximity to the Tech Park.
",http://www.magicbricks.com/Sahakara-Nagar-in-Bangalore-Overview,"
Overview of Sahakara Nagar, Bangalore
","
Sahakara Nagar, Bangalore , 
"
"
It is a composite locality comprising of multiple sub-blocks and layouts, namely AMS Layout, Balaji Layout, Defence Colony, Nanjappa Layout, Srinidhi Layout, BEL (Bharat Electronics Ltd) Layout, HMT (Hindustan Machine Tools) Layout, NTI (National Tuberculosis Institute) Layout.
Vidyaranyapura is located close to some of the big government sector factories like BEL (Bharat Electronics Limited) and HMT (Hindustan Machine Tools). Vidyaranyapura is a fast growing residential area having reputed schools, colleges, banks and eateries.
A fully developed area with existing colonies, the locality is preferred by IT professionals, employees of BEL, HMT and other offices situated here. The residential capital values in Vidyaranyapura have shown a remarkable appreciation during the Jan-Mar 2013 quarter. The average capital value here increased approximately 24 per cent from Rs 2,900 per sq ft in the Oct-Dec 2012 quarter to Rs 3,600 in the Jan-Mar 2013 quarter.
The highest and the lowest capital values also showed an upward movement that was in excess of 20 per cent in the Jan-Mar 2013 quarter.
",http://www.magicbricks.com/Vidyaranyapura-in-Bangalore-Overview,"
Overview of Vidyaranyapura, Bangalore
","
Vidyaranyapura, Bangalore , 
"
